Classification;Year;Period;Period Desc.;Aggregate Level;Is Leaf Code;Trade Flow Code;Trade Flow;Reporter Code;Reporter;Reporter ISO;Partner Code;Partner;Partner ISO;Commodity Code;Commodity;Qty Unit Code;Qty Unit;Qty;Netweight (kg);Gross weight (kg);Trade Value (US$);Flag
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;65;Headgear and parts thereof;1;No Quantity;0;0;;32198270;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;65;Headgear and parts thereof;1;No Quantity;0;0;;34645787;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;65;Headgear and parts thereof;1;No Quantity;0;0;;23335311;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;65;Headgear and parts thereof;1;No Quantity;0;0;;33911904;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;65;Headgear and parts thereof;1;No Quantity;0;0;;4691067;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;65;Headgear and parts thereof;1;No Quantity;0;0;;434580;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;68434463;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;673565;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;2320400;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;3443881;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;3752648;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;1723309;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;149027;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;61853;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;67218101;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;737156;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;1481586;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;3378532;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;4174314;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;1751342;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;173031;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;66;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1;No Quantity;0;0;;15265;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;144676859;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;482835;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;586559;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;8976046;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;11265523;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;5150799;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;1570169;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;153963;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;156389699;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;217250;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;369395;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;9110464;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;9895710;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;5501636;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;1987844;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;67;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1;No Quantity;0;0;;29816;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;240995002;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;26099212;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;142765926;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;74479774;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;262735895;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;211425196;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;102397275;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;10969256;4
H5;2017;2017;2017;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;6466;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;259589949;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;32113101;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;149800202;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;67161665;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;289896535;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;224623807;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;85609829;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;68;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;1;No Quantity;0;0;;13560160;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;69;Ceramic products;1;No Quantity;0;0;;368379120;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;69;Ceramic products;1;No Quantity;0;0;;5268497;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;69;Ceramic products;1;No Quantity;0;0;;60717447;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;69;Ceramic products;1;No Quantity;0;0;;45460259;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;69;Ceramic products;1;No Quantity;0;0;;258907047;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;69;Ceramic products;1;No Quantity;0;0;;57993952;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;69;Ceramic products;1;No Quantity;0;0;;26345112;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;69;Ceramic products;1;No Quantity;0;0;;4708743;4
H5;2017;2017;2017;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;69;Ceramic products;1;No Quantity;0;0;;68645;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;69;Ceramic products;1;No Quantity;0;0;;372970633;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;69;Ceramic products;1;No Quantity;0;0;;8003583;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;69;Ceramic products;1;No Quantity;0;0;;60434350;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;69;Ceramic products;1;No Quantity;0;0;;47047291;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;69;Ceramic products;1;No Quantity;0;0;;266070948;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;69;Ceramic products;1;No Quantity;0;0;;66963849;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;69;Ceramic products;1;No Quantity;0;0;;32175860;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;69;Ceramic products;1;No Quantity;0;0;;3636219;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;70;Glass and glassware;1;No Quantity;0;;;511637931;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;70;Glass and glassware;1;No Quantity;0;0;;42110605;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;70;Glass and glassware;1;No Quantity;0;0;;262792812;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;70;Glass and glassware;1;No Quantity;0;0;;94618139;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;70;Glass and glassware;1;No Quantity;0;0;;349173310;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;70;Glass and glassware;1;No Quantity;0;0;;168704706;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;70;Glass and glassware;1;No Quantity;0;0;;22562841;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;70;Glass and glassware;1;No Quantity;0;0;;13296616;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;70;Glass and glassware;1;No Quantity;0;0;;526622137;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;70;Glass and glassware;1;No Quantity;0;0;;29445408;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;70;Glass and glassware;1;No Quantity;0;0;;285478583;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;70;Glass and glassware;1;No Quantity;0;0;;101633514;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;70;Glass and glassware;1;No Quantity;0;0;;377472607;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;70;Glass and glassware;1;No Quantity;0;0;;170654047;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;70;Glass and glassware;1;No Quantity;0;0;;22684538;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;70;Glass and glassware;1;No Quantity;0;0;;13004445;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;514157801;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;837009882;4
H5;2017;2017;2017;2;0;4;Re-Import;826;United Kingdom;GBR;156;China;CHN;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;21229;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;1562077410;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;809330062;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;2326239306;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;1487780562;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;645259666;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;610521376;4
H5;2017;2017;2017;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;19177;0
H5;2017;2017;2017;2;0;4;Re-Import;826;United Kingdom;GBR;699;India;IND;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;6283295;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;277009071;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;6111736017;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;1459946209;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;1034147083;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;2365146684;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;1808032110;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;810457710;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;71;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1;No Quantity;0;0;;1299799578;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;72;Iron and steel;1;No Quantity;0;;;285399005;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;72;Iron and steel;1;No Quantity;0;0;;308311782;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;72;Iron and steel;1;No Quantity;0;0;;477526392;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;72;Iron and steel;1;No Quantity;0;0;;531179607;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;72;Iron and steel;1;No Quantity;0;0;;788623065;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;72;Iron and steel;1;No Quantity;0;0;;550134110;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;72;Iron and steel;1;No Quantity;0;0;;153161918;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;72;Iron and steel;1;No Quantity;0;0;;257914238;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;72;Iron and steel;1;No Quantity;0;0;;120050576;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;72;Iron and steel;1;No Quantity;0;0;;165393005;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;72;Iron and steel;1;No Quantity;0;0;;513717147;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;72;Iron and steel;1;No Quantity;0;0;;499410664;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;72;Iron and steel;1;No Quantity;0;0;;854874897;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;72;Iron and steel;1;No Quantity;0;0;;573060504;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;72;Iron and steel;1;No Quantity;0;0;;113379876;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;72;Iron and steel;1;No Quantity;0;0;;347670959;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;73;Iron or steel articles;1;No Quantity;0;0;;1563532799;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;73;Iron or steel articles;1;No Quantity;0;0;;121662474;4
H5;2017;2017;2017;2;0;3;Re-Export;826;United Kingdom;GBR;156;China;CHN;73;Iron or steel articles;1;No Quantity;0;0;;599568;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;73;Iron or steel articles;1;No Quantity;0;0;;449401897;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;73;Iron or steel articles;1;No Quantity;0;0;;346771820;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;73;Iron or steel articles;1;No Quantity;0;0;;1714191118;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;73;Iron or steel articles;1;No Quantity;0;0;;529106447;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;73;Iron or steel articles;1;No Quantity;0;0;;228007298;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;73;Iron or steel articles;1;No Quantity;0;0;;74155176;4
H5;2017;2017;2017;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;73;Iron or steel articles;1;No Quantity;0;0;;266633;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;73;Iron or steel articles;1;No Quantity;0;0;;1670551216;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;73;Iron or steel articles;1;No Quantity;0;0;;132133268;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;73;Iron or steel articles;1;No Quantity;0;0;;416866308;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;73;Iron or steel articles;1;No Quantity;0;0;;391506406;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;73;Iron or steel articles;1;No Quantity;0;0;;1522666597;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;73;Iron or steel articles;1;No Quantity;0;0;;569305200;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;73;Iron or steel articles;1;No Quantity;0;0;;276035188;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;73;Iron or steel articles;1;No Quantity;0;0;;83825982;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;74;Copper and articles thereof;1;No Quantity;0;0;;112427458;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;74;Copper and articles thereof;1;No Quantity;0;0;;534097499;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;74;Copper and articles thereof;1;No Quantity;0;0;;143186230;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;74;Copper and articles thereof;1;No Quantity;0;0;;58463069;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;74;Copper and articles thereof;1;No Quantity;0;0;;485828337;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;74;Copper and articles thereof;1;No Quantity;0;0;;332590105;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;74;Copper and articles thereof;1;No Quantity;0;0;;23284683;0
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;74;Copper and articles thereof;1;No Quantity;0;0;;84467941;4
H5;2017;2017;2017;2;0;3;Re-Export;826;United Kingdom;GBR;699;India;IND;74;Copper and articles thereof;1;No Quantity;0;0;;13910;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;74;Copper and articles thereof;1;No Quantity;0;0;;133530121;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;74;Copper and articles thereof;1;No Quantity;0;0;;481828254;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;74;Copper and articles thereof;1;No Quantity;0;0;;154900270;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;74;Copper and articles thereof;1;No Quantity;0;0;;57459391;4
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;74;Copper and articles thereof;1;No Quantity;0;0;;463860509;4
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;276;Germany;DEU;74;Copper and articles thereof;1;No Quantity;0;0;;368810696;0
H5;2018;2018;2018;2;0;1;Import;826;United Kingdom;GBR;699;India;IND;74;Copper and articles thereof;1;No Quantity;0;0;;24951850;0
H5;2018;2018;2018;2;0;2;Export;826;United Kingdom;GBR;699;India;IND;74;Copper and articles thereof;1;No Quantity;0;0;;91449727;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;156;China;CHN;75;Nickel and articles thereof;1;No Quantity;0;0;;9999154;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;156;China;CHN;75;Nickel and articles thereof;1;No Quantity;0;0;;95386802;4
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;251;France;FRA;75;Nickel and articles thereof;1;No Quantity;0;0;;42591888;4
H5;2017;2017;2017;2;0;2;Export;826;United Kingdom;GBR;251;France;FRA;75;Nickel and articles thereof;1;No Quantity;0;0;;82630675;0
H5;2017;2017;2017;2;0;1;Import;826;United Kingdom;GBR;276;Germany;DEU;75;Nickel and articles thereof;1;No Quantity;0;0;;92782159;0
