Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2014;Import;United Kingdom;GBR;China;CHN;Iron or steel articles;1712403520
2014;Export;United Kingdom;GBR;China;CHN;Iron or steel articles;158904738
2014;Re-Export;United Kingdom;GBR;China;CHN;Iron or steel articles;2256404
2014;Import;United Kingdom;GBR;France;FRA;Iron or steel articles;514274970
2014;Export;United Kingdom;GBR;France;FRA;Iron or steel articles;435745503
2014;Import;United Kingdom;GBR;Germany;DEU;Iron or steel articles;1587513540
2014;Export;United Kingdom;GBR;Germany;DEU;Iron or steel articles;614195686
2014;Import;United Kingdom;GBR;India;IND;Iron or steel articles;355737638
2014;Export;United Kingdom;GBR;India;IND;Iron or steel articles;74101310
2014;Re-Export;United Kingdom;GBR;India;IND;Iron or steel articles;1975358
2015;Import;United Kingdom;GBR;China;CHN;Iron or steel articles;1608089941
2015;Export;United Kingdom;GBR;China;CHN;Iron or steel articles;136035748
2015;Import;United Kingdom;GBR;France;FRA;Iron or steel articles;461941192
2015;Export;United Kingdom;GBR;France;FRA;Iron or steel articles;357546501
2015;Import;United Kingdom;GBR;Germany;DEU;Iron or steel articles;1549785207
2015;Export;United Kingdom;GBR;Germany;DEU;Iron or steel articles;488601334
2015;Import;United Kingdom;GBR;India;IND;Iron or steel articles;285824525
2015;Export;United Kingdom;GBR;India;IND;Iron or steel articles;68954888
2016;Import;United Kingdom;GBR;China;CHN;Iron or steel articles;1547855421
2016;Export;United Kingdom;GBR;China;CHN;Iron or steel articles;110147225
2016;Import;United Kingdom;GBR;France;FRA;Iron or steel articles;442581976
2016;Export;United Kingdom;GBR;France;FRA;Iron or steel articles;318894021
2016;Import;United Kingdom;GBR;Germany;DEU;Iron or steel articles;1501364473
2016;Export;United Kingdom;GBR;Germany;DEU;Iron or steel articles;496875774
2016;Import;United Kingdom;GBR;India;IND;Iron or steel articles;228080532
2016;Export;United Kingdom;GBR;India;IND;Iron or steel articles;74135956
2014;Import;United Kingdom;GBR;China;CHN;Copper and articles thereof;112743209
2014;Export;United Kingdom;GBR;China;CHN;Copper and articles thereof;524248332
2014;Re-Export;United Kingdom;GBR;China;CHN;Copper and articles thereof;7294
2014;Import;United Kingdom;GBR;France;FRA;Copper and articles thereof;201411206
2014;Export;United Kingdom;GBR;France;FRA;Copper and articles thereof;86531026
2014;Import;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;489292680
2014;Export;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;499114011
2014;Import;United Kingdom;GBR;India;IND;Copper and articles thereof;26725264
2014;Export;United Kingdom;GBR;India;IND;Copper and articles thereof;86110497
2014;Re-Export;United Kingdom;GBR;India;IND;Copper and articles thereof;50319
2015;Import;United Kingdom;GBR;China;CHN;Copper and articles thereof;102075884
2015;Export;United Kingdom;GBR;China;CHN;Copper and articles thereof;428311874
2015;Import;United Kingdom;GBR;France;FRA;Copper and articles thereof;132302563
2015;Export;United Kingdom;GBR;France;FRA;Copper and articles thereof;68122513
2015;Import;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;428325420
2015;Export;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;329464935
2015;Import;United Kingdom;GBR;India;IND;Copper and articles thereof;27476509
2015;Export;United Kingdom;GBR;India;IND;Copper and articles thereof;93483271
2016;Import;United Kingdom;GBR;China;CHN;Copper and articles thereof;96604019
2016;Export;United Kingdom;GBR;China;CHN;Copper and articles thereof;459482455
2016;Import;United Kingdom;GBR;France;FRA;Copper and articles thereof;118455438
2016;Export;United Kingdom;GBR;France;FRA;Copper and articles thereof;54996216
2016;Import;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;397185345
2016;Export;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;351434648
2016;Import;United Kingdom;GBR;India;IND;Copper and articles thereof;23570090
2016;Export;United Kingdom;GBR;India;IND;Copper and articles thereof;93119689
2014;Import;United Kingdom;GBR;China;CHN;Nickel and articles thereof;3095338
2014;Export;United Kingdom;GBR;China;CHN;Nickel and articles thereof;83324697
2014;Re-Export;United Kingdom;GBR;China;CHN;Nickel and articles thereof;230621
2014;Import;United Kingdom;GBR;France;FRA;Nickel and articles thereof;102815287
2014;Export;United Kingdom;GBR;France;FRA;Nickel and articles thereof;130961999
2014;Import;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;120396426
2014;Export;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;236442290
2014;Import;United Kingdom;GBR;India;IND;Nickel and articles thereof;1551459
2014;Export;United Kingdom;GBR;India;IND;Nickel and articles thereof;41258655
2014;Re-Export;United Kingdom;GBR;India;IND;Nickel and articles thereof;128942
2015;Import;United Kingdom;GBR;China;CHN;Nickel and articles thereof;12104926
2015;Export;United Kingdom;GBR;China;CHN;Nickel and articles thereof;89458186
2015;Import;United Kingdom;GBR;France;FRA;Nickel and articles thereof;52827610
2015;Export;United Kingdom;GBR;France;FRA;Nickel and articles thereof;92023428
2015;Import;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;129077710
2015;Export;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;192500076
2015;Import;United Kingdom;GBR;India;IND;Nickel and articles thereof;922021
2015;Export;United Kingdom;GBR;India;IND;Nickel and articles thereof;32579134
2016;Import;United Kingdom;GBR;China;CHN;Nickel and articles thereof;6415255
2016;Export;United Kingdom;GBR;China;CHN;Nickel and articles thereof;77828926
2016;Import;United Kingdom;GBR;France;FRA;Nickel and articles thereof;38619048
2016;Export;United Kingdom;GBR;France;FRA;Nickel and articles thereof;96053149
2016;Import;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;70247255
2016;Export;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;163357639
2016;Import;United Kingdom;GBR;India;IND;Nickel and articles thereof;2450436
2016;Export;United Kingdom;GBR;India;IND;Nickel and articles thereof;30384203
2014;Import;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;405320829
2014;Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;251521034
2014;Re-Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;3561904
2014;Import;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;557316891
2014;Export;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;362035556
2014;Import;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;1505889107
2014;Export;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;829019985
2014;Import;United Kingdom;GBR;India;IND;Aluminium and articles thereof;31769999
2014;Export;United Kingdom;GBR;India;IND;Aluminium and articles thereof;199180303
2014;Re-Export;United Kingdom;GBR;India;IND;Aluminium and articles thereof;4618923
2015;Import;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;424542350
2015;Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;253986513
2015;Import;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;398734840
2015;Export;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;314659877
2015;Import;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;1498512433
2015;Export;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;734237260
2015;Import;United Kingdom;GBR;India;IND;Aluminium and articles thereof;33342581
2015;Export;United Kingdom;GBR;India;IND;Aluminium and articles thereof;191966172
2016;Import;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;379087931
2016;Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;270627150
2016;Import;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;333886474
2016;Export;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;255692050
2016;Import;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;1434470499
2016;Export;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;650556626
2016;Import;United Kingdom;GBR;India;IND;Aluminium and articles thereof;34668091
2016;Export;United Kingdom;GBR;India;IND;Aluminium and articles thereof;190246038
2014;Import;United Kingdom;GBR;China;CHN;Lead and articles thereof;466752
2014;Export;United Kingdom;GBR;China;CHN;Lead and articles thereof;8838472
2014;Import;United Kingdom;GBR;France;FRA;Lead and articles thereof;1484267
2014;Export;United Kingdom;GBR;France;FRA;Lead and articles thereof;44828545
2014;Import;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;22518528
2014;Export;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;68976419
2014;Import;United Kingdom;GBR;India;IND;Lead and articles thereof;1029484
2014;Export;United Kingdom;GBR;India;IND;Lead and articles thereof;38712623
2015;Import;United Kingdom;GBR;China;CHN;Lead and articles thereof;4694844
2015;Export;United Kingdom;GBR;China;CHN;Lead and articles thereof;4223447
2015;Import;United Kingdom;GBR;France;FRA;Lead and articles thereof;439752
2015;Export;United Kingdom;GBR;France;FRA;Lead and articles thereof;40992546
2015;Import;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;3928038
2015;Export;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;67760959
2015;Import;United Kingdom;GBR;India;IND;Lead and articles thereof;977719
2015;Export;United Kingdom;GBR;India;IND;Lead and articles thereof;24562915
2016;Import;United Kingdom;GBR;China;CHN;Lead and articles thereof;4638238
2016;Export;United Kingdom;GBR;China;CHN;Lead and articles thereof;10064364
2016;Import;United Kingdom;GBR;France;FRA;Lead and articles thereof;204935
2016;Export;United Kingdom;GBR;France;FRA;Lead and articles thereof;44803410
2016;Import;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;3574714
2016;Export;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;61405742
2016;Import;United Kingdom;GBR;India;IND;Lead and articles thereof;939521
2016;Export;United Kingdom;GBR;India;IND;Lead and articles thereof;16052752
2014;Import;United Kingdom;GBR;China;CHN;Zinc and articles thereof;10044808
2014;Export;United Kingdom;GBR;China;CHN;Zinc and articles thereof;268474
2014;Import;United Kingdom;GBR;France;FRA;Zinc and articles thereof;3198314
2014;Export;United Kingdom;GBR;France;FRA;Zinc and articles thereof;14990746
2014;Import;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;27222752
2014;Export;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;15270500
2014;Import;United Kingdom;GBR;India;IND;Zinc and articles thereof;115923
2014;Export;United Kingdom;GBR;India;IND;Zinc and articles thereof;3093826
2015;Import;United Kingdom;GBR;China;CHN;Zinc and articles thereof;9660840
2015;Export;United Kingdom;GBR;China;CHN;Zinc and articles thereof;439566
2015;Import;United Kingdom;GBR;France;FRA;Zinc and articles thereof;1544856
2015;Export;United Kingdom;GBR;France;FRA;Zinc and articles thereof;18644248
2015;Import;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;24771005
2015;Export;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;16300055
2015;Import;United Kingdom;GBR;India;IND;Zinc and articles thereof;123242
2015;Export;United Kingdom;GBR;India;IND;Zinc and articles thereof;2251245
2016;Import;United Kingdom;GBR;China;CHN;Zinc and articles thereof;8680475
2016;Export;United Kingdom;GBR;China;CHN;Zinc and articles thereof;349037
2016;Import;United Kingdom;GBR;France;FRA;Zinc and articles thereof;1762510
2016;Export;United Kingdom;GBR;France;FRA;Zinc and articles thereof;18923613
2016;Import;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;23856507
2016;Export;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;18109985
2016;Import;United Kingdom;GBR;India;IND;Zinc and articles thereof;259940
2016;Export;United Kingdom;GBR;India;IND;Zinc and articles thereof;2073692
2014;Import;United Kingdom;GBR;China;CHN;Tin articles thereof;24228937
2014;Export;United Kingdom;GBR;China;CHN;Tin articles thereof;1598253
2014;Import;United Kingdom;GBR;France;FRA;Tin articles thereof;347148
2014;Export;United Kingdom;GBR;France;FRA;Tin articles thereof;1094326
2014;Import;United Kingdom;GBR;Germany;DEU;Tin articles thereof;4039676
2014;Export;United Kingdom;GBR;Germany;DEU;Tin articles thereof;6321335
2014;Import;United Kingdom;GBR;India;IND;Tin articles thereof;805661
2014;Export;United Kingdom;GBR;India;IND;Tin articles thereof;223709
2014;Re-Export;United Kingdom;GBR;India;IND;Tin articles thereof;1703
2015;Import;United Kingdom;GBR;China;CHN;Tin articles thereof;17731563
2015;Export;United Kingdom;GBR;China;CHN;Tin articles thereof;773637
2015;Import;United Kingdom;GBR;France;FRA;Tin articles thereof;2033964
2015;Export;United Kingdom;GBR;France;FRA;Tin articles thereof;2493131
2015;Import;United Kingdom;GBR;Germany;DEU;Tin articles thereof;6387092
2015;Export;United Kingdom;GBR;Germany;DEU;Tin articles thereof;9967240
2015;Import;United Kingdom;GBR;India;IND;Tin articles thereof;829317
2015;Export;United Kingdom;GBR;India;IND;Tin articles thereof;200283
2016;Import;United Kingdom;GBR;China;CHN;Tin articles thereof;12310790
2016;Export;United Kingdom;GBR;China;CHN;Tin articles thereof;633917
2016;Import;United Kingdom;GBR;France;FRA;Tin articles thereof;1253371
2016;Export;United Kingdom;GBR;France;FRA;Tin articles thereof;1634709
2016;Import;United Kingdom;GBR;Germany;DEU;Tin articles thereof;1456805
2016;Export;United Kingdom;GBR;Germany;DEU;Tin articles thereof;6526899
2016;Import;United Kingdom;GBR;India;IND;Tin articles thereof;693044
2016;Export;United Kingdom;GBR;India;IND;Tin articles thereof;59506
2014;Import;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;111204428
2014;Export;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;13944589
2014;Re-Export;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;1610394
2014;Import;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;128672921
2014;Export;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;144851269
2014;Import;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;113185997
2014;Export;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;154217554
2014;Import;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;533575
2014;Export;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;9077364
2014;Re-Export;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;523856
2015;Import;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;93269517
2015;Export;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;14751614
2015;Import;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;115544079
2015;Export;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;170311299
2015;Import;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;91868878
2015;Export;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;140171545
2015;Import;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;1026621
2015;Export;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;10565333
2016;Import;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;81346888
2016;Export;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;14719234
2016;Import;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;115912274
2016;Export;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;160460627
2016;Import;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;79763599
2016;Export;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;125293904
2016;Import;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;699530
2016;Export;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;6367750
2014;Import;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;628563723
2014;Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;33132035
2014;Re-Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;290237
2014;Import;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;69963665
2014;Export;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;73126536
2014;Import;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;360934737
2014;Export;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;129415566
2014;Import;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;58490739
2014;Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;11778219
2014;Re-Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;191391
2015;Import;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;591810280
2015;Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;18133691
2015;Import;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;86043930
2015;Export;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;60262083
2015;Import;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;338300846
2015;Export;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;106542802
2015;Import;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;54873746
2015;Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;10725237
2016;Import;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;554084677
2016;Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;15165820
2016;Import;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;78846897
2016;Export;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;61022982
2016;Import;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;330776169
2016;Export;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;103919532
2016;Import;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;47100151
2016;Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;8974787
2014;Import;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;723572788
2014;Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;51960064
2014;Re-Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;18537885
2014;Import;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;139900002
2014;Export;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;132257589
2014;Import;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;430391743
2014;Export;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;114394310
2014;Import;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;119489017
2014;Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;11906935
2014;Re-Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;111101
2015;Import;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;759658598
2015;Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;32057438
2015;Import;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;141388010
2015;Export;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;106687979
2015;Import;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;400102823
2015;Export;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;103534363
2015;Import;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;123144710
2015;Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;12483654
2016;Import;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;725790243
2016;Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;35766627
2016;Import;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;138141593
2016;Export;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;99843804
2016;Import;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;438312114
2016;Export;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;101400792
2016;Import;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;105499406
2016;Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;9356815
2014;Import;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;10721599983
2014;Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;2706052236
2014;Re-Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;81875852
2014;Import;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;5033189691
2014;Export;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;3056596059
2014;Import;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;14385830513
2014;Export;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;7240299400
2014;Import;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;921456882
2014;Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1160106398
2014;Re-Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;40165585
2015;Import;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;10074909471
2015;Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;2236750622
2015;Import;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;4111276806
2015;Export;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;2563198091
2015;Import;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;13226860336
2015;Export;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;6442816812
2015;Import;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;848369346
2015;Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1252648815
2016;Import;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;9690880529
2016;Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1904951255
2016;Import;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;3877380265
2016;Export;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;2454024963
2016;Import;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;12041991053
2016;Export;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;5950568340
2016;Import;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;748900373
2016;Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1236823864
2014;Import;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;13031178987
2014;Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1059593491
2014;Re-Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;17809614
2014;Import;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;2327502216
2014;Export;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;2075188426
2014;Import;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;6908293452
2014;Export;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;3712259075
2014;Import;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;414525777
2014;Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;412621564
2014;Re-Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1943706
2015;Import;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;13747514927
2015;Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1245101137
2015;Import;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;2188971074
2015;Export;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1966747504
2015;Import;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;6431190229
2015;Export;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;3303674990
2015;Import;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;372280472
2015;Export;United Kingdom;GBR;India;IND;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;372368598
2016;Import;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;13583574279
2016;Export;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1225142704
2016;Import;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;2063439830
2016;Export;United Kingdom;GBR;France;FRA;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;1886423538
2016;Import;United Kingdom;GBR;Germany;DEU;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;6103420954
