Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2017;Export;United Kingdom;GBR;India;IND;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;61853
2018;Import;United Kingdom;GBR;China;CHN;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;67218101
2018;Export;United Kingdom;GBR;China;CHN;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;737156
2018;Import;United Kingdom;GBR;France;FRA;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1481586
2018;Export;United Kingdom;GBR;France;FRA;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;3378532
2018;Import;United Kingdom;GBR;Germany;DEU;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;4174314
2018;Export;United Kingdom;GBR;Germany;DEU;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;1751342
2018;Import;United Kingdom;GBR;India;IND;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;173031
2018;Export;United Kingdom;GBR;India;IND;Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops and parts thereof;15265
2017;Import;United Kingdom;GBR;China;CHN;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;144676859
2017;Export;United Kingdom;GBR;China;CHN;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;482835
2017;Import;United Kingdom;GBR;France;FRA;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;586559
2017;Export;United Kingdom;GBR;France;FRA;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;8976046
2017;Import;United Kingdom;GBR;Germany;DEU;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;11265523
2017;Export;United Kingdom;GBR;Germany;DEU;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;5150799
2017;Import;United Kingdom;GBR;India;IND;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1570169
2017;Export;United Kingdom;GBR;India;IND;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;153963
2018;Import;United Kingdom;GBR;China;CHN;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;156389699
2018;Export;United Kingdom;GBR;China;CHN;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;217250
2018;Import;United Kingdom;GBR;France;FRA;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;369395
2018;Export;United Kingdom;GBR;France;FRA;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;9110464
2018;Import;United Kingdom;GBR;Germany;DEU;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;9895710
2018;Export;United Kingdom;GBR;Germany;DEU;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;5501636
2018;Import;United Kingdom;GBR;India;IND;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;1987844
2018;Export;United Kingdom;GBR;India;IND;Feathers and down, prepared and articles made of feather or of down artificial flowers articles of human hair;29816
2017;Import;United Kingdom;GBR;China;CHN;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;240995002
2017;Export;United Kingdom;GBR;China;CHN;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;26099212
2017;Import;United Kingdom;GBR;France;FRA;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;142765926
2017;Export;United Kingdom;GBR;France;FRA;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;74479774
2017;Import;United Kingdom;GBR;Germany;DEU;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;262735895
2017;Export;United Kingdom;GBR;Germany;DEU;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;211425196
2017;Import;United Kingdom;GBR;India;IND;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;102397275
2017;Export;United Kingdom;GBR;India;IND;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;10969256
2017;Re-Export;United Kingdom;GBR;India;IND;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;6466
2018;Import;United Kingdom;GBR;China;CHN;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;259589949
2018;Export;United Kingdom;GBR;China;CHN;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;32113101
2018;Import;United Kingdom;GBR;France;FRA;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;149800202
2018;Export;United Kingdom;GBR;France;FRA;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;67161665
2018;Import;United Kingdom;GBR;Germany;DEU;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;289896535
2018;Export;United Kingdom;GBR;Germany;DEU;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;224623807
2018;Import;United Kingdom;GBR;India;IND;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;85609829
2018;Export;United Kingdom;GBR;India;IND;Stone, plaster, cement, asbestos, mica or similar materials articles thereof;13560160
2017;Import;United Kingdom;GBR;China;CHN;Ceramic products;368379120
2017;Export;United Kingdom;GBR;China;CHN;Ceramic products;5268497
2017;Import;United Kingdom;GBR;France;FRA;Ceramic products;60717447
2017;Export;United Kingdom;GBR;France;FRA;Ceramic products;45460259
2017;Import;United Kingdom;GBR;Germany;DEU;Ceramic products;258907047
2017;Export;United Kingdom;GBR;Germany;DEU;Ceramic products;57993952
2017;Import;United Kingdom;GBR;India;IND;Ceramic products;26345112
2017;Export;United Kingdom;GBR;India;IND;Ceramic products;4708743
2017;Re-Export;United Kingdom;GBR;India;IND;Ceramic products;68645
2018;Import;United Kingdom;GBR;China;CHN;Ceramic products;372970633
2018;Export;United Kingdom;GBR;China;CHN;Ceramic products;8003583
2018;Import;United Kingdom;GBR;France;FRA;Ceramic products;60434350
2018;Export;United Kingdom;GBR;France;FRA;Ceramic products;47047291
2018;Import;United Kingdom;GBR;Germany;DEU;Ceramic products;266070948
2018;Export;United Kingdom;GBR;Germany;DEU;Ceramic products;66963849
2018;Import;United Kingdom;GBR;India;IND;Ceramic products;32175860
2018;Export;United Kingdom;GBR;India;IND;Ceramic products;3636219
2017;Import;United Kingdom;GBR;China;CHN;Glass and glassware;511637931
2017;Export;United Kingdom;GBR;China;CHN;Glass and glassware;42110605
2017;Import;United Kingdom;GBR;France;FRA;Glass and glassware;262792812
2017;Export;United Kingdom;GBR;France;FRA;Glass and glassware;94618139
2017;Import;United Kingdom;GBR;Germany;DEU;Glass and glassware;349173310
2017;Export;United Kingdom;GBR;Germany;DEU;Glass and glassware;168704706
2017;Import;United Kingdom;GBR;India;IND;Glass and glassware;22562841
2017;Export;United Kingdom;GBR;India;IND;Glass and glassware;13296616
2018;Import;United Kingdom;GBR;China;CHN;Glass and glassware;526622137
2018;Export;United Kingdom;GBR;China;CHN;Glass and glassware;29445408
2018;Import;United Kingdom;GBR;France;FRA;Glass and glassware;285478583
2018;Export;United Kingdom;GBR;France;FRA;Glass and glassware;101633514
2018;Import;United Kingdom;GBR;Germany;DEU;Glass and glassware;377472607
2018;Export;United Kingdom;GBR;Germany;DEU;Glass and glassware;170654047
2018;Import;United Kingdom;GBR;India;IND;Glass and glassware;22684538
2018;Export;United Kingdom;GBR;India;IND;Glass and glassware;13004445
2017;Import;United Kingdom;GBR;China;CHN;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;514157801
2017;Export;United Kingdom;GBR;China;CHN;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;837009882
2017;Re-Import;United Kingdom;GBR;China;CHN;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;21229
2017;Import;United Kingdom;GBR;France;FRA;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1562077410
2017;Export;United Kingdom;GBR;France;FRA;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;809330062
2017;Import;United Kingdom;GBR;Germany;DEU;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;2326239306
2017;Export;United Kingdom;GBR;Germany;DEU;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1487780562
2017;Import;United Kingdom;GBR;India;IND;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;645259666
2017;Export;United Kingdom;GBR;India;IND;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;610521376
2017;Re-Export;United Kingdom;GBR;India;IND;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;19177
2017;Re-Import;United Kingdom;GBR;India;IND;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;6283295
2018;Import;United Kingdom;GBR;China;CHN;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;277009071
2018;Export;United Kingdom;GBR;China;CHN;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;6111736017
2018;Import;United Kingdom;GBR;France;FRA;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1459946209
2018;Export;United Kingdom;GBR;France;FRA;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1034147083
2018;Import;United Kingdom;GBR;Germany;DEU;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;2365146684
2018;Export;United Kingdom;GBR;Germany;DEU;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1808032110
2018;Import;United Kingdom;GBR;India;IND;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;810457710
2018;Export;United Kingdom;GBR;India;IND;Natural, cultured pearls precious, semi-precious stones precious metals, metals clad with precious metal, and articles thereof imitation jewellery coin;1299799578
2017;Import;United Kingdom;GBR;China;CHN;Iron and steel;285399005
2017;Export;United Kingdom;GBR;China;CHN;Iron and steel;308311782
2017;Import;United Kingdom;GBR;France;FRA;Iron and steel;477526392
2017;Export;United Kingdom;GBR;France;FRA;Iron and steel;531179607
2017;Import;United Kingdom;GBR;Germany;DEU;Iron and steel;788623065
2017;Export;United Kingdom;GBR;Germany;DEU;Iron and steel;550134110
2017;Import;United Kingdom;GBR;India;IND;Iron and steel;153161918
2017;Export;United Kingdom;GBR;India;IND;Iron and steel;257914238
2018;Import;United Kingdom;GBR;China;CHN;Iron and steel;120050576
2018;Export;United Kingdom;GBR;China;CHN;Iron and steel;165393005
2018;Import;United Kingdom;GBR;France;FRA;Iron and steel;513717147
2018;Export;United Kingdom;GBR;France;FRA;Iron and steel;499410664
2018;Import;United Kingdom;GBR;Germany;DEU;Iron and steel;854874897
2018;Export;United Kingdom;GBR;Germany;DEU;Iron and steel;573060504
2018;Import;United Kingdom;GBR;India;IND;Iron and steel;113379876
2018;Export;United Kingdom;GBR;India;IND;Iron and steel;347670959
2017;Import;United Kingdom;GBR;China;CHN;Iron or steel articles;1563532799
2017;Export;United Kingdom;GBR;China;CHN;Iron or steel articles;121662474
2017;Re-Export;United Kingdom;GBR;China;CHN;Iron or steel articles;599568
2017;Import;United Kingdom;GBR;France;FRA;Iron or steel articles;449401897
2017;Export;United Kingdom;GBR;France;FRA;Iron or steel articles;346771820
2017;Import;United Kingdom;GBR;Germany;DEU;Iron or steel articles;1714191118
2017;Export;United Kingdom;GBR;Germany;DEU;Iron or steel articles;529106447
2017;Import;United Kingdom;GBR;India;IND;Iron or steel articles;228007298
2017;Export;United Kingdom;GBR;India;IND;Iron or steel articles;74155176
2017;Re-Export;United Kingdom;GBR;India;IND;Iron or steel articles;266633
2018;Import;United Kingdom;GBR;China;CHN;Iron or steel articles;1670551216
2018;Export;United Kingdom;GBR;China;CHN;Iron or steel articles;132133268
2018;Import;United Kingdom;GBR;France;FRA;Iron or steel articles;416866308
2018;Export;United Kingdom;GBR;France;FRA;Iron or steel articles;391506406
2018;Import;United Kingdom;GBR;Germany;DEU;Iron or steel articles;1522666597
2018;Export;United Kingdom;GBR;Germany;DEU;Iron or steel articles;569305200
2018;Import;United Kingdom;GBR;India;IND;Iron or steel articles;276035188
2018;Export;United Kingdom;GBR;India;IND;Iron or steel articles;83825982
2017;Import;United Kingdom;GBR;China;CHN;Copper and articles thereof;112427458
2017;Export;United Kingdom;GBR;China;CHN;Copper and articles thereof;534097499
2017;Import;United Kingdom;GBR;France;FRA;Copper and articles thereof;143186230
2017;Export;United Kingdom;GBR;France;FRA;Copper and articles thereof;58463069
2017;Import;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;485828337
2017;Export;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;332590105
2017;Import;United Kingdom;GBR;India;IND;Copper and articles thereof;23284683
2017;Export;United Kingdom;GBR;India;IND;Copper and articles thereof;84467941
2017;Re-Export;United Kingdom;GBR;India;IND;Copper and articles thereof;13910
2018;Import;United Kingdom;GBR;China;CHN;Copper and articles thereof;133530121
2018;Export;United Kingdom;GBR;China;CHN;Copper and articles thereof;481828254
2018;Import;United Kingdom;GBR;France;FRA;Copper and articles thereof;154900270
2018;Export;United Kingdom;GBR;France;FRA;Copper and articles thereof;57459391
2018;Import;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;463860509
2018;Export;United Kingdom;GBR;Germany;DEU;Copper and articles thereof;368810696
2018;Import;United Kingdom;GBR;India;IND;Copper and articles thereof;24951850
2018;Export;United Kingdom;GBR;India;IND;Copper and articles thereof;91449727
2017;Import;United Kingdom;GBR;China;CHN;Nickel and articles thereof;9999154
2017;Export;United Kingdom;GBR;China;CHN;Nickel and articles thereof;95386802
2017;Import;United Kingdom;GBR;France;FRA;Nickel and articles thereof;42591888
2017;Export;United Kingdom;GBR;France;FRA;Nickel and articles thereof;82630675
2017;Import;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;92782159
2017;Export;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;175233081
2017;Import;United Kingdom;GBR;India;IND;Nickel and articles thereof;3557739
2017;Export;United Kingdom;GBR;India;IND;Nickel and articles thereof;33869264
2018;Import;United Kingdom;GBR;China;CHN;Nickel and articles thereof;20064046
2018;Export;United Kingdom;GBR;China;CHN;Nickel and articles thereof;141360364
2018;Import;United Kingdom;GBR;France;FRA;Nickel and articles thereof;57271308
2018;Export;United Kingdom;GBR;France;FRA;Nickel and articles thereof;96078685
2018;Import;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;92095045
2018;Export;United Kingdom;GBR;Germany;DEU;Nickel and articles thereof;182732663
2018;Import;United Kingdom;GBR;India;IND;Nickel and articles thereof;8368924
2018;Export;United Kingdom;GBR;India;IND;Nickel and articles thereof;38035478
2017;Import;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;414055646
2017;Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;158359195
2017;Re-Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;44022
2017;Import;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;349440606
2017;Export;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;265023830
2017;Import;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;1565094203
2017;Export;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;709948947
2017;Import;United Kingdom;GBR;India;IND;Aluminium and articles thereof;43821682
2017;Export;United Kingdom;GBR;India;IND;Aluminium and articles thereof;253867920
2018;Import;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;497589453
2018;Export;United Kingdom;GBR;China;CHN;Aluminium and articles thereof;163672958
2018;Import;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;377736253
2018;Export;United Kingdom;GBR;France;FRA;Aluminium and articles thereof;291235466
2018;Import;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;1664884616
2018;Export;United Kingdom;GBR;Germany;DEU;Aluminium and articles thereof;776962432
2018;Import;United Kingdom;GBR;India;IND;Aluminium and articles thereof;83693813
2018;Export;United Kingdom;GBR;India;IND;Aluminium and articles thereof;273966168
2017;Import;United Kingdom;GBR;China;CHN;Lead and articles thereof;6635611
2017;Export;United Kingdom;GBR;China;CHN;Lead and articles thereof;15363668
2017;Import;United Kingdom;GBR;France;FRA;Lead and articles thereof;218025
2017;Export;United Kingdom;GBR;France;FRA;Lead and articles thereof;57715629
2017;Import;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;16552890
2017;Export;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;91684051
2017;Import;United Kingdom;GBR;India;IND;Lead and articles thereof;1338431
2017;Export;United Kingdom;GBR;India;IND;Lead and articles thereof;39898625
2018;Import;United Kingdom;GBR;China;CHN;Lead and articles thereof;1668822
2018;Export;United Kingdom;GBR;China;CHN;Lead and articles thereof;11237422
2018;Import;United Kingdom;GBR;France;FRA;Lead and articles thereof;228074
2018;Export;United Kingdom;GBR;France;FRA;Lead and articles thereof;66440447
2018;Import;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;3322554
2018;Export;United Kingdom;GBR;Germany;DEU;Lead and articles thereof;107449607
2018;Import;United Kingdom;GBR;India;IND;Lead and articles thereof;1416678
2018;Export;United Kingdom;GBR;India;IND;Lead and articles thereof;35959887
2017;Import;United Kingdom;GBR;China;CHN;Zinc and articles thereof;8630215
2017;Export;United Kingdom;GBR;China;CHN;Zinc and articles thereof;738132
2017;Import;United Kingdom;GBR;France;FRA;Zinc and articles thereof;4868234
2017;Export;United Kingdom;GBR;France;FRA;Zinc and articles thereof;26744995
2017;Import;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;26125596
2017;Export;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;24703885
2017;Import;United Kingdom;GBR;India;IND;Zinc and articles thereof;235970
2017;Export;United Kingdom;GBR;India;IND;Zinc and articles thereof;4760834
2018;Import;United Kingdom;GBR;China;CHN;Zinc and articles thereof;21387768
2018;Export;United Kingdom;GBR;China;CHN;Zinc and articles thereof;431045
2018;Import;United Kingdom;GBR;France;FRA;Zinc and articles thereof;2161480
2018;Export;United Kingdom;GBR;France;FRA;Zinc and articles thereof;32538226
2018;Import;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;21100281
2018;Export;United Kingdom;GBR;Germany;DEU;Zinc and articles thereof;23523880
2018;Import;United Kingdom;GBR;India;IND;Zinc and articles thereof;571308
2018;Export;United Kingdom;GBR;India;IND;Zinc and articles thereof;10214690
2017;Import;United Kingdom;GBR;China;CHN;Tin articles thereof;18616150
2017;Export;United Kingdom;GBR;China;CHN;Tin articles thereof;797509
2017;Import;United Kingdom;GBR;France;FRA;Tin articles thereof;514368
2017;Export;United Kingdom;GBR;France;FRA;Tin articles thereof;1360541
2017;Import;United Kingdom;GBR;Germany;DEU;Tin articles thereof;2541881
2017;Export;United Kingdom;GBR;Germany;DEU;Tin articles thereof;3158521
2017;Import;United Kingdom;GBR;India;IND;Tin articles thereof;1329522
2017;Export;United Kingdom;GBR;India;IND;Tin articles thereof;28861
2018;Import;United Kingdom;GBR;China;CHN;Tin articles thereof;19218350
2018;Export;United Kingdom;GBR;China;CHN;Tin articles thereof;2420555
2018;Import;United Kingdom;GBR;France;FRA;Tin articles thereof;385532
2018;Export;United Kingdom;GBR;France;FRA;Tin articles thereof;1218156
2018;Import;United Kingdom;GBR;Germany;DEU;Tin articles thereof;2866211
2018;Export;United Kingdom;GBR;Germany;DEU;Tin articles thereof;1642031
2018;Import;United Kingdom;GBR;India;IND;Tin articles thereof;1562323
2018;Export;United Kingdom;GBR;India;IND;Tin articles thereof;127836
2017;Import;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;88447474
2017;Export;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;14925644
2017;Import;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;122019996
2017;Export;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;172895486
2017;Import;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;89618290
2017;Export;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;137767541
2017;Import;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;819700
2017;Export;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;10735471
2018;Import;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;119111698
2018;Export;United Kingdom;GBR;China;CHN;Metals n.e.c., cermets and articles thereof;20596134
2018;Import;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;129854024
2018;Export;United Kingdom;GBR;France;FRA;Metals n.e.c., cermets and articles thereof;169865828
2018;Import;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;121712490
2018;Export;United Kingdom;GBR;Germany;DEU;Metals n.e.c., cermets and articles thereof;153859114
2018;Import;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;1152837
2018;Export;United Kingdom;GBR;India;IND;Metals n.e.c., cermets and articles thereof;13909529
2017;Import;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;528273941
2017;Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;19818424
2017;Re-Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;90563
2017;Import;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;79612898
2017;Export;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;67296592
2017;Import;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;348299397
2017;Export;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;120481982
2017;Import;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;42348446
2017;Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;8823550
2017;Re-Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;7671
2018;Import;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;511409162
2018;Export;United Kingdom;GBR;China;CHN;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;24533575
2018;Import;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;87160147
2018;Export;United Kingdom;GBR;France;FRA;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;68938382
2018;Import;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;363031063
2018;Export;United Kingdom;GBR;Germany;DEU;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;128847724
2018;Import;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;44954640
2018;Export;United Kingdom;GBR;India;IND;Tools, implements, cutlery, spoons and forks, of base metal parts thereof, of base metal;10248093
2017;Import;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;766186606
2017;Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;42420812
2017;Re-Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;756314
2017;Import;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;151980984
2017;Export;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;115032876
2017;Import;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;455859001
2017;Export;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;118453822
2017;Import;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;108308724
2017;Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;11290419
2017;Re-Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;34727
2018;Import;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;776206688
2018;Export;United Kingdom;GBR;China;CHN;Metal miscellaneous products of base metal;42096991
2018;Import;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;138618008
2018;Export;United Kingdom;GBR;France;FRA;Metal miscellaneous products of base metal;111874036
2018;Import;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;462003599
2018;Export;United Kingdom;GBR;Germany;DEU;Metal miscellaneous products of base metal;126017629
2018;Import;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;105437014
2018;Export;United Kingdom;GBR;India;IND;Metal miscellaneous products of base metal;14154397
2017;Import;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;9604645746
2017;Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1984388329
2017;Re-Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;4280993
2017;Re-Import;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;339277
2017;Import;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;3931444567
2017;Export;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;4199441299
2017;Import;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;12879384438
2017;Export;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;6290834643
2017;Import;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;869966670
2017;Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1341576208
2017;Re-Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1534892
2018;Import;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;11245768605
2018;Export;United Kingdom;GBR;China;CHN;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;2300130726
2018;Import;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;3867800086
2018;Export;United Kingdom;GBR;France;FRA;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;4556784760
2018;Import;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;13773373218
2018;Export;United Kingdom;GBR;Germany;DEU;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;6627895998
2018;Import;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1001111203
2018;Export;United Kingdom;GBR;India;IND;Nuclear reactors, boilers, machinery and mechanical appliances parts thereof;1550838206
2017;Import;United Kingdom;GBR;China;CHN;Electrical machinery and equipment and parts thereof sound recorders and reproducers television image and sound recorders and reproducers, parts and accessories of such articles;14466498439
